Rotation,Type,Date_Time
0.5492,Run,2021-02-25 17:35:14.369040
0.6033,Food,2021-02-25 17:38:22.450929
+,START,2021-02-26 14:26:57.843235
0.7358,Run,2021-02-26 14:28:36.908187
1.7758,Run,2021-02-26 14:31:41.362582
+,START,2021-02-26 14:33:21.208338
0.825,Run,2021-02-26 14:35:07.279070
0.6233,Food,2021-02-26 14:38:36.415898
0.6975,Run,2021-02-26 14:39:34.326977
0.715,Run,2021-02-26 14:40:28.481912
0.6092,Food,2021-02-26 14:41:58.800678
2.4417,Run,2021-02-26 14:42:45.845792
2.7325,Run,2021-02-26 14:45:19.844913
0.5292,Food,2021-02-26 14:46:49.145019
1.24,Run,2021-02-26 14:49:11.555847
-,END,2021-02-26 14:50:26.897605
+,START,2021-02-26 14:50:40.520561
0.5808,Run,2021-02-26 14:51:45.607333
-,END,2021-02-26 14:52:20.258289
+,START,2021-02-26 14:52:30.972001
0.6125,Run,2021-02-26 14:56:45.655974
0.5175,Run,2021-02-26 14:57:45.571994
3.6942,Run,2021-02-26 15:05:28.785184
-,END,2021-02-26 15:06:21.553322
+,START,2021-02-26 15:06:45.658868
2.85,Run,2021-02-26 15:09:38.657413
-,END,2021-02-26 15:10:20.362279
+,START,2021-02-26 15:10:35.103639
6.5875,Run,2021-02-26 15:13:55.326022
4.6675,Run,2021-02-26 15:16:32.306918
0.5792,Food,2021-02-26 15:18:47.521758
-,END,2021-02-26 15:19:15.751385
+,START,2021-02-26 15:19:47.165039
0.7475,Run,2021-02-26 15:24:34.553372
1.8625,Run,2021-02-26 15:26:21.679445
-,END,2021-02-26 15:26:46.353361
+,START,2021-02-26 15:27:46.043534
-,END,2021-02-26 15:28:37.291782
+,START,2021-02-26 15:28:55.440194
1.115,Run,2021-02-26 15:30:37.993300
0.6842,Run,2021-02-26 15:31:30.552195
-,END,2021-02-26 15:31:56.857840
+,START,2021-02-26 15:32:12.298016
0.4192,Run,2021-02-26 15:32:49.827512
-,END,2021-02-26 15:33:51.307397
+,START,2021-02-26 15:34:18.706241
3.6617,Run,2021-02-26 15:36:24.104380
-,END,2021-02-26 15:36:59.283226
+,START,2021-02-26 15:37:50.820481
0.78,Run,2021-02-26 15:40:07.723965
-,END,2021-02-26 15:40:42.212903
+,START,2021-02-26 15:41:00.671574
2.2483,Run,2021-02-26 15:42:37.439552
-,END,2021-02-26 15:42:58.975065
+,START,2021-02-26 15:43:48.398949
6.0217,Run,2021-02-26 15:50:20.722253
3.075,Run,2021-02-26 15:51:08.793716
0.5775,Run,2021-02-26 15:54:50.481101
-,END,2021-02-26 15:55:15.484275
+,START,2021-02-26 15:55:41.261360
1.8442,Run,2021-02-26 16:00:10.291883
1.3667,Run,2021-02-26 16:06:32.910749
0.6583,Run,2021-02-26 16:07:43.660782
-,END,2021-02-26 16:08:16.280453
+,START,2021-02-26 16:08:43.868084
1.1033,Run,2021-02-26 16:17:20.558128
8.4833,Run,2021-02-26 16:27:45.681368
1.3167,Run,2021-02-26 16:29:03.302731
1.0117,Run,2021-02-26 16:32:18.009557
0.67,Run,2021-02-26 16:35:15.503612
4.605,Run,2021-02-26 16:36:17.080483
3.6783,Run,2021-02-26 16:37:34.479743
0.6108,Run,2021-02-26 16:38:26.650040
-,END,2021-02-26 16:38:57.101698
+,START,2021-02-26 16:39:07.724976
0.6275,Run,2021-02-26 16:40:15.285056
0.6133,Run,2021-02-26 16:42:22.106762
