Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2021-03-04 15:54:23.783487,0.5658,,Run_log,Left,Right
2021-03-04 15:54:51.909866,*,,BB5,Left,Right
2021-03-04 15:55:06.948227,-,,END,Left,Right
2021-03-04 15:55:09.016928,+,,Session start,Left,Right
2021-03-04 15:55:32.365798,*,,BB2,Left,Right
2021-03-04 15:55:51.856860,*,,BB3,Left,Right
2021-03-04 15:56:04.429679,0.6233,,Run_log,Left,Right
2021-03-04 15:57:09.375049,*,,BB5,Left,Right
2021-03-04 15:57:24.413575,-,,END,Left,Right
2021-03-04 15:58:10.721399,+,,Session start,Left,Right
2021-03-04 15:58:27.856017,*,,BB2,Left,Right
2021-03-04 15:58:28.890499,*,,BB3,Left,Right
2021-03-04 15:58:31.485970,0.5492,,Run_log,Left,Right
2021-03-04 15:59:45.315326,*,,BB5,Left,Right
2021-03-04 16:00:00.353754,-,,END,Left,Right
2021-03-04 16:00:01.909452,+,,Session start,Left,Right
2021-03-04 16:00:16.737378,*,,BB2,Left,Right
2021-03-04 16:00:45.756732,*,,BB3,Left,Right
2021-03-04 16:00:48.848422,0.4942,,Run_log,Left,Right
2021-03-04 16:02:59.671137,*,,BB4,Left,Right
2021-03-04 16:03:20.850013,0.6633,,Food_log,Left,Right
2021-03-04 16:03:25.278607,*,,BB3,Left,Right
2021-03-04 16:03:56.230936,6.22,,Run_log,Left,Right
2021-03-04 16:03:59.665628,*,,BB3,Left,Right
2021-03-04 16:04:03.692786,0.4525,,Run_log,Left,Right
2021-03-04 16:04:44.139527,*,,BB3,Left,Right
2021-03-04 16:05:03.103910,1.8692,,Run_log,Left,Right
2021-03-04 16:05:06.224775,*,,BB3,Left,Right
2021-03-04 16:05:37.601576,0.5592,,Run_log,Left,Right
2021-03-04 16:05:45.099518,*,,BB5,Left,Right
2021-03-04 16:06:00.137337,-,,END,Left,Right
2021-03-04 16:06:07.931946,+,,Session start,Left,Right
2021-03-04 16:06:26.077227,*,,BB2,Left,Right
2021-03-04 16:06:30.207842,*,,BB4,Left,Right
2021-03-04 16:06:42.693827,0.5492,,Food_log,Left,Right
2021-03-04 16:06:59.721186,*,,BB5,Left,Right
2021-03-04 16:07:14.749135,-,,END,Left,Right
2021-03-04 16:07:16.211320,+,,Session start,Left,Right
2021-03-04 16:07:35.197697,*,,BB2,Left,Right
2021-03-04 16:07:40.916135,*,,BB3,Left,Right
2021-03-04 16:07:42.398311,0.4117,,Run_log,Left,Right
2021-03-04 16:09:08.048257,*,,BB5,Left,Right
2021-03-04 16:09:23.089730,-,,END,Left,Right
2021-03-04 16:09:24.748563,+,,Session start,Left,Right
2021-03-04 16:09:41.726045,*,,BB2,Left,Right
2021-03-04 16:09:43.732997,*,,BB3,Left,Right
2021-03-04 16:10:09.022877,0.6975,,Run_log,Left,Right
2021-03-04 16:10:16.375103,*,,BB4,Left,Right
2021-03-04 16:10:50.065325,0.525,,Food_log,Left,Right
2021-03-04 16:10:56.862492,*,,BB5,Left,Right
2021-03-04 16:11:11.900307,-,,END,Left,Right
2021-03-04 16:11:24.404881,+,,Session start,Left,Right
2021-03-04 16:11:40.395059,*,,BB2,Left,Right
2021-03-04 16:11:41.011470,*,,BB3,Left,Right
2021-03-04 16:11:53.384505,0.5817,,Run_log,Left,Right
2021-03-04 16:11:54.815048,*,,BB3,Left,Right
2021-03-04 16:12:37.077660,1.3917,,Run_log,Left,Right
2021-03-04 16:17:48.473724,*,,BB3,Left,Right
2021-03-04 16:17:57.778740,0.4508,,Run_log,Left,Right
2021-03-04 16:18:05.963754,*,,BB3,Left,Right
2021-03-04 16:19:13.698628,1.0392,,Run_log,Left,Right
2021-03-04 16:19:15.505382,*,,BB3,Left,Right
2021-03-04 16:22:15.772322,0.7758,,Run_log,Left,Right
2021-03-04 16:22:17.836054,*,,BB3,Left,Right
2021-03-04 16:42:45.101045,0.5933,,Run_log,Left,Right
2021-03-04 16:43:38.025329,*,,BB3,Left,Right
2021-03-04 16:45:26.429439,0.51,,Run_log,Left,Right
2021-03-04 16:45:36.106961,*,,BB4,Left,Right
2021-03-04 16:47:02.169864,0.635,,Food_log,Left,Right
2021-03-04 16:48:29.619082,*,,BB5,Left,Right
2021-03-04 16:48:44.662262,-,,END,Left,Right
2021-03-04 16:48:48.929651,+,,Session start,Left,Right
2021-03-04 16:49:04.591739,*,,BB2,Left,Right
2021-03-04 16:49:05.458171,*,,BB3,Left,Right
2021-03-04 16:54:32.611352,0.58,,Run_log,Left,Right
2021-03-04 16:54:39.502428,*,,BB3,Left,Right
2021-03-04 16:59:23.465169,0.6758,,Run_log,Left,Right
2021-03-04 16:59:26.871596,*,,BB3,Left,Right
2021-03-04 17:02:32.630653,0.5967,,Run_log,Left,Right
2021-03-04 17:02:36.035885,*,,BB3,Left,Right
2021-03-04 17:02:40.211165,0.6425,,Run_log,Left,Right
2021-03-05 10:34:29.588733,+,,Session start,Left,Right
2021-03-05 10:34:45.848611,*,,BB2,Left,Right
2021-03-05 10:34:51.196329,*,,BB3,Left,Right
2021-03-05 10:35:50.756595,0.6792,,Run_log,Left,Right
2021-03-05 10:36:13.733150,*,,BB5,Left,Right
2021-03-05 10:36:28.764894,-,,END,Left,Right
2021-03-05 10:36:30.705789,+,,Session start,Left,Right
2021-03-05 10:36:45.460641,*,,BB2,Left,Right
2021-03-05 10:36:47.270662,*,,BB3,Left,Right
2021-03-05 10:36:55.549872,0.5533,,Run_log,Left,Right
2021-03-05 10:37:19.272038,*,,BB4,Left,Right
2021-03-05 10:37:56.292026,0.6467,,Food_log,Left,Right
2021-03-05 10:38:16.411733,*,,BB5,Left,Right
2021-03-05 10:38:31.448281,-,,END,Left,Right
2021-03-05 10:38:36.320012,+,,Session start,Left,Right
2021-03-05 10:38:52.506092,*,,BB2,Left,Right
2021-03-05 10:38:53.135922,*,,BB3,Left,Right
2021-03-05 10:39:40.140776,0.6417,,Run_log,Left,Right
2021-03-05 10:40:00.823829,*,,BB3,Left,Right
2021-03-05 10:40:32.555863,0.6867,,Run_log,Left,Right
2021-03-05 10:41:26.068304,*,,BB5,Left,Right
2021-03-05 10:41:41.109686,-,,END,Left,Right
2021-03-05 10:41:42.574645,+,,Session start,Left,Right
2021-03-05 10:41:57.294310,*,,BB2,Left,Right
2021-03-05 10:41:58.027526,*,,BB3,Left,Right
2021-03-05 10:42:19.355776,1.775,,Run_log,Left,Right
2021-03-05 10:42:27.920407,*,,BB4,Left,Right
2021-03-05 10:42:38.316372,0.5817,,Food_log,Left,Right
2021-03-05 10:42:41.040253,*,,BB3,Left,Right
2021-03-05 10:43:12.118278,4.9908,,Run_log,Left,Right
2021-03-05 10:43:13.752292,*,,BB3,Left,Right
2021-03-05 10:43:16.401053,0.395,,Run_log,Left,Right
2021-03-05 10:43:44.769901,*,,BB3,Left,Right
2021-03-05 10:44:50.393449,0.64,,Run_log,Left,Right
2021-03-05 10:45:11.318265,*,,BB5,Left,Right
2021-03-05 10:45:26.347774,-,,END,Left,Right
2021-03-05 10:45:34.024020,+,,Session start,Left,Right
2021-03-05 10:45:51.250594,*,,BB2,Left,Right
2021-03-05 10:45:57.578689,*,,BB3,Left,Right
2021-03-05 10:46:11.677918,0.4975,,Run_log,Left,Right
2021-03-05 10:46:13.697207,*,,BB3,Left,Right
2021-03-05 10:46:18.986910,0.44,,Run_log,Left,Right
2021-03-05 10:46:20.857467,*,,BB3,Left,Right
2021-03-05 10:46:21.939140,0.3175,,Run_log,Left,Right
2021-03-05 10:47:15.718490,*,,BB5,Left,Right
2021-03-05 10:47:30.746254,-,,END,Left,Right
2021-03-05 10:47:32.603794,+,,Session start,Left,Right
2021-03-05 10:47:55.527203,*,,BB2,Left,Right
2021-03-05 10:47:57.344204,*,,BB3,Left,Right
2021-03-05 10:48:05.338789,0.48,,Run_log,Left,Right
2021-03-05 10:48:09.178643,*,,BB3,Left,Right
2021-03-05 10:48:18.653796,0.5567,,Run_log,Left,Right
2021-03-05 10:48:21.693233,*,,BB4,Left,Right
2021-03-05 10:49:16.035530,0.5592,,Food_log,Left,Right
2021-03-05 10:49:54.998389,*,,BB5,Left,Right
2021-03-05 10:50:10.038353,-,,END,Left,Right
2021-03-05 10:50:11.309406,+,,Session start,Left,Right
2021-03-05 10:50:26.673231,*,,BB2,Left,Right
2021-03-05 10:50:29.121913,*,,BB3,Left,Right
2021-03-05 10:51:10.078519,0.63,,Run_log,Left,Right
2021-03-05 10:51:15.644159,*,,BB3,Left,Right
2021-03-05 10:52:03.691645,0.8058,,Run_log,Left,Right
2021-03-05 10:52:24.510026,*,,BB3,Left,Right
2021-03-05 10:52:38.057712,0.5625,,Run_log,Left,Right
2021-03-05 10:52:53.579012,*,,BB3,Left,Right
2021-03-05 10:53:34.524265,3.0133,,Run_log,Left,Right
2021-03-05 10:54:00.814846,*,,BB5,Left,Right
2021-03-05 10:54:15.852812,-,,END,Left,Right
2021-03-05 10:54:17.420161,+,,Session start,Left,Right
2021-03-05 10:54:33.452322,*,,BB2,Left,Right
2021-03-05 10:54:34.268495,*,,BB3,Left,Right
2021-03-05 10:55:34.555909,0.6267,,Run_log,Left,Right
2021-03-05 10:55:41.457835,*,,BB4,Left,Right
2021-03-05 10:56:47.876155,0.5925,,Food_log,Left,Right
2021-03-05 10:57:24.137464,*,,BB5,Left,Right
2021-03-05 10:57:39.180721,-,,END,Left,Right
2021-03-05 10:57:40.535911,+,,Session start,Left,Right
2021-03-05 10:57:56.755240,*,,BB2,Left,Right
2021-03-05 10:57:58.504301,*,,BB3,Left,Right
2021-03-05 10:58:19.768220,3.6442,,Run_log,Left,Right
2021-03-05 10:58:52.196460,*,,BB5,Left,Right
2021-03-05 10:59:07.228312,-,,END,Left,Right
2021-03-05 10:59:15.633392,+,,Session start,Left,Right
2021-03-05 10:59:30.136933,*,,BB2,Left,Right
2021-03-05 10:59:30.812369,*,,BB3,Left,Right
2021-03-05 10:59:41.615144,0.5,,Run_log,Left,Right
2021-03-05 10:59:42.711120,*,,BB3,Left,Right
2021-03-05 11:00:27.248714,8.4483,,Run_log,Left,Right
2021-03-05 11:01:26.985524,*,,BB5,Left,Right
2021-03-05 11:01:42.023318,-,,END,Left,Right
2021-03-05 11:01:43.486978,+,,Session start,Left,Right
2021-03-05 11:02:00.932174,*,,BB2,Left,Right
2021-03-05 11:02:03.752882,*,,BB4,Left,Right
2021-03-05 11:03:03.329645,0.6017,,Food_log,Left,Right
2021-03-05 11:04:07.381483,*,,BB5,Left,Right
2021-03-05 11:04:22.431468,-,,END,Left,Right
2021-03-05 11:04:23.794447,+,,Session start,Left,Right
2021-03-05 11:04:38.847521,*,,BB2,Left,Right
2021-03-05 11:04:39.513625,*,,BB3,Left,Right
2021-03-05 11:04:50.091667,0.4283,,Run_log,Left,Right
2021-03-05 11:05:05.579974,*,,BB3,Left,Right
2021-03-05 11:05:20.264088,0.5042,,Run_log,Left,Right
2021-03-05 11:05:21.208614,*,,BB3,Left,Right
2021-03-05 11:05:28.928281,0.4567,,Run_log,Left,Right
2021-03-05 11:05:47.241123,*,,BB5,Left,Right
2021-03-05 11:06:02.278344,-,,END,Left,Right
2021-03-05 11:06:19.827961,+,,Session start,Left,Right
2021-03-05 11:06:36.466381,*,,BB2,Left,Right
2021-03-05 11:06:42.617983,*,,BB4,Left,Right
2021-03-05 11:08:25.167674,0.6308,,Food_log,Left,Right
2021-03-05 11:08:39.535225,*,,BB5,Left,Right
2021-03-05 11:08:54.572388,-,,END,Left,Right
2021-03-05 11:09:02.651067,+,,Session start,Left,Right
2021-03-05 11:09:17.867477,*,,BB2,Left,Right
2021-03-05 11:09:21.788525,*,,BB4,Left,Right
2021-03-05 11:09:25.069316,0.4767,,Food_log,Left,Right
2021-03-05 11:09:26.943560,*,,BB3,Left,Right
2021-03-05 11:09:56.026285,1.615,,Run_log,Left,Right
2021-03-05 11:09:57.139826,*,,BB3,Left,Right
2021-03-05 11:11:48.199878,1.0342,,Run_log,Left,Right
2021-03-05 11:12:17.598288,*,,BB5,Left,Right
2021-03-05 11:12:32.649473,-,,END,Left,Right
2021-03-05 11:12:53.190980,+,,Session start,Left,Right
2021-03-05 11:13:08.469415,*,,BB2,Left,Right
2021-03-05 11:13:08.905087,*,,BB3,Left,Right
2021-03-05 11:13:34.498274,0.5642,,Run_log,Left,Right
2021-03-05 11:17:13.516766,*,,BB5,Left,Right
2021-03-05 11:17:28.554524,-,,END,Left,Right
2021-03-05 11:17:41.973816,+,,Session start,Left,Right
2021-03-05 11:17:56.684036,*,,BB2,Left,Right
2021-03-05 11:17:57.633774,*,,BB3,Left,Right
2021-03-05 11:18:01.519720,0.4992,,Run_log,Left,Right
2021-03-05 11:18:09.805127,*,,BB5,Left,Right
2021-03-05 11:18:24.842791,-,,END,Left,Right
2021-03-05 11:19:14.476026,+,,Session start,Left,Right
2021-03-05 11:19:30.621934,*,,BB2,Left,Right
2021-03-05 11:19:31.411971,*,,BB3,Left,Right
2021-03-05 11:19:34.203417,0.4875,,Run_log,Left,Right
2021-03-05 11:19:37.905249,*,,BB4,Left,Right
2021-03-05 11:21:01.523917,0.5792,,Food_log,Left,Right
2021-03-05 11:21:54.303457,*,,BB5,Left,Right
2021-03-05 11:22:09.331548,-,,END,Left,Right
2021-03-05 11:22:11.901561,+,,Session start,Left,Right
2021-03-05 11:22:28.165342,*,,BB2,Left,Right
2021-03-05 11:22:28.808816,*,,BB3,Left,Right
2021-03-05 11:22:40.845797,0.5725,,Run_log,Left,Right
2021-03-05 11:23:00.889426,*,,BB3,Left,Right
2021-03-05 11:23:07.198638,0.4975,,Run_log,Left,Right
2021-03-05 11:23:08.525532,*,,BB3,Left,Right
2021-03-05 11:23:38.482883,0.66,,Run_log,Left,Right
2021-03-05 11:23:47.923060,*,,BB5,Left,Right
2021-03-05 11:24:02.952280,-,,END,Left,Right
2021-03-05 11:26:34.547999,+,,Session start,Left,Right
2021-03-05 11:26:49.906370,*,,BB2,Left,Right
2021-03-05 11:26:53.143708,*,,BB4,Left,Right
2021-03-05 11:28:16.692961,0.5708,,Food_log,Left,Right
2021-03-05 11:28:26.565245,*,,BB5,Left,Right
2021-03-05 11:28:41.607483,-,,END,Left,Right
2021-03-05 11:28:52.414608,+,,Session start,Left,Right
2021-03-05 11:29:07.885019,*,,BB2,Left,Right
2021-03-05 11:29:08.502479,*,,BB3,Left,Right
2021-03-05 11:29:16.601478,0.56,,Run_log,Left,Right
2021-03-05 11:29:34.360316,*,,BB5,Left,Right
2021-03-05 11:29:49.396579,-,,END,Left,Right
2021-03-05 11:30:15.484262,+,,Session start,Left,Right
2021-03-05 11:30:33.121305,*,,BB2,Left,Right
2021-03-05 11:30:34.341886,*,,BB3,Left,Right
2021-03-05 11:30:35.737618,0.4033,,Run_log,Left,Right
2021-03-05 11:30:49.931730,*,,BB5,Left,Right
2021-03-05 11:31:04.963086,-,,END,Left,Right
2021-03-05 11:31:09.628423,+,,Session start,Left,Right
2021-03-05 11:31:47.445230,*,,BB2,Left,Right
2021-03-05 11:32:02.169119,*,,BB5,Left,Right
2021-03-05 11:32:17.198368,-,,END,Left,Right
2021-03-05 11:32:32.641976,+,,Session start,Left,Right
2021-03-05 11:32:56.478348,*,,BB2,Left,Right
2021-03-05 11:33:01.006387,*,,BB4,Left,Right
2021-03-05 11:33:08.376262,0.6033,,Food_log,Left,Right
2021-03-05 11:33:15.840333,*,,BB3,Left,Right
2021-03-05 11:33:24.999365,0.5175,,Run_log,Left,Right
2021-03-05 11:33:26.470651,*,,BB3,Left,Right
2021-03-05 11:33:40.448713,4.7733,,Run_log,Left,Right
2021-03-05 11:33:46.537904,*,,BB5,Left,Right
2021-03-05 11:34:01.567699,-,,END,Left,Right
2021-03-05 11:34:03.231892,+,,Session start,Left,Right
2021-03-05 11:34:18.005483,*,,BB2,Left,Right
2021-03-05 11:34:19.242309,*,,BB3,Left,Right
2021-03-05 11:36:36.644156,0.7108,,Run_log,Left,Right
2021-03-05 11:37:12.166134,*,,BB5,Left,Right
2021-03-05 11:37:27.193793,-,,END,Left,Right
2021-03-05 11:37:28.546311,+,,Session start,Left,Right
2021-03-05 11:37:44.116485,*,,BB2,Left,Right
2021-03-05 11:37:45.939706,*,,BB4,Left,Right
2021-03-05 11:39:45.253707,0.5742,,Food_log,Left,Right
2021-03-05 11:40:07.982605,*,,BB5,Left,Right
2021-03-05 11:40:23.011107,-,,END,Left,Right
2021-03-05 11:40:24.269103,+,,Session start,Left,Right
2021-03-05 11:40:38.919624,*,,BB2,Left,Right
2021-03-05 11:40:46.085566,*,,BB3,Left,Right
2021-03-05 11:40:54.122858,0.5858,,Run_log,Left,Right
2021-03-05 11:41:27.857023,*,,BB3,Left,Right
2021-03-05 11:42:07.119521,0.5842,,Run_log,Left,Right
2021-03-05 11:42:51.830016,*,,BB3,Left,Right
2021-03-05 11:47:06.930332,0.71,,Run_log,Left,Right
2021-03-05 11:47:40.321544,*,,BB5,Left,Right
2021-03-05 11:47:55.348205,-,,END,Left,Right
2021-03-05 11:48:04.431725,+,,Session start,Left,Right
2021-03-05 11:48:19.822793,*,,BB2,Left,Right
2021-03-05 11:48:20.462909,*,,BB3,Left,Right
2021-03-05 11:49:32.424457,0.705,,Run_log,Left,Right
2021-03-05 11:50:03.243899,*,,BB5,Left,Right
2021-03-05 11:50:18.277501,-,,END,Left,Right
2021-03-05 11:50:31.096376,+,,Session start,Left,Right
2021-03-05 11:50:46.465662,*,,BB2,Left,Right
2021-03-05 11:50:47.046609,*,,BB3,Left,Right
2021-03-05 11:50:49.056742,0.5825,,Run_log,Left,Right
2021-03-05 11:50:50.501456,*,,BB3,Left,Right
2021-03-05 11:51:10.322557,0.6225,,Run_log,Left,Right
2021-03-05 11:51:57.226038,*,,BB5,Left,Right
2021-03-05 11:52:12.262111,-,,END,Left,Right
2021-03-05 11:52:20.946414,+,,Session start,Left,Right
2021-03-05 11:52:35.412804,*,,BB2,Left,Right
2021-03-05 11:52:37.105961,*,,BB3,Left,Right
2021-03-05 11:52:38.444939,0.4442,,Run_log,Left,Right
2021-03-05 11:52:57.873549,*,,BB3,Left,Right
2021-03-05 11:53:30.273190,0.5858,,Run_log,Left,Right
2021-03-05 11:54:57.248072,*,,BB5,Left,Right
2021-03-05 11:55:12.286426,-,,END,Left,Right
2021-03-05 11:55:34.542187,+,,Session start,Left,Right
2021-03-05 11:55:51.372435,*,,BB2,Left,Right
2021-03-05 11:55:59.002627,*,,BB3,Left,Right
2021-03-05 11:57:26.900145,0.6692,,Run_log,Left,Right
2021-03-05 11:57:28.699958,*,,BB3,Left,Right
2021-03-05 11:57:31.253193,0.4842,,Run_log,Left,Right
2021-03-05 11:57:37.275459,*,,BB5,Left,Right
2021-03-05 11:57:52.316510,-,,END,Left,Right
2021-03-08 16:30:38.428783,+,,START,Left,Right
2021-03-08 16:30:54.591786,+,,Session start,Left,Right
2021-03-08 16:31:10.930104,*,,BB2,Left,Right
2021-03-08 16:31:15.023404,*,,BB3,Left,Right
2021-03-08 16:31:58.011378,0.5892,,Run_log,Left,Right
2021-03-08 16:32:08.582656,*,,BB4,Left,Right
2021-03-08 16:32:23.587910,0.5,,Food_log,Left,Right
2021-03-08 16:32:33.742995,*,,BB3,Left,Right
2021-03-08 16:32:46.620835,0.4775,,Run_log,Left,Right
2021-03-08 16:32:48.493850,*,,BB4,Left,Right
2021-03-08 16:34:12.001263,0.5883,,Food_log,Left,Right
2021-03-08 16:34:13.843705,*,,BB3,Left,Right
2021-03-08 16:34:20.293438,0.4992,,Run_log,Left,Right
2021-03-08 16:34:24.194365,*,,BB3,Left,Right
2021-03-08 16:34:26.043782,0.4825,,Run_log,Left,Right
2021-03-08 16:34:45.024681,*,,BB5,Left,Right
2021-03-08 16:35:00.073238,-,,END,Left,Right
2021-03-08 16:35:02.552233,+,,START,Left,Right
2021-03-08 16:35:05.265435,+,,Session start,Left,Right
2021-03-08 16:35:21.235421,*,,BB2,Left,Right
2021-03-08 16:35:28.950572,*,,BB3,Left,Right
2021-03-08 16:35:39.136984,1.6075,,Run_log,Left,Right
2021-03-08 16:35:44.636275,*,,BB4,Left,Right
2021-03-08 16:36:29.474852,0.6283,,Food_log,Left,Right
2021-03-08 16:36:34.807410,*,,BB3,Left,Right
2021-03-08 16:36:40.752186,0.4208,,Run_log,Left,Right
2021-03-08 16:36:45.163109,*,,BB4,Left,Right
2021-03-08 16:37:19.513796,0.5958,,Food_log,Left,Right
2021-03-08 16:38:29.261975,*,,BB5,Left,Right
2021-03-08 16:38:44.303222,-,,END,Left,Right
2021-03-08 16:38:46.216850,+,,START,Left,Right
2021-03-08 16:38:47.823936,+,,Session start,Left,Right
2021-03-08 16:39:06.262780,*,,BB2,Left,Right
2021-03-08 16:39:07.471278,*,,BB3,Left,Right
2021-03-08 16:39:41.130632,3.3333,,Run_log,Left,Right
2021-03-08 16:39:45.512803,*,,BB4,Left,Right
2021-03-08 16:40:23.388738,0.5708,,Food_log,Left,Right
2021-03-08 16:40:28.333983,*,,BB3,Left,Right
2021-03-08 16:40:37.580954,0.3992,,Run_log,Left,Right
2021-03-08 16:40:50.031875,*,,BB3,Left,Right
2021-03-08 16:41:01.017240,0.5267,,Run_log,Left,Right
2021-03-08 16:41:03.349170,*,,BB3,Left,Right
2021-03-08 16:41:24.582283,0.5542,,Run_log,Left,Right
2021-03-08 16:41:43.573412,*,,BB3,Left,Right
2021-03-08 16:44:21.916459,0.5583,,Run_log,Left,Right
2021-03-08 16:44:26.927783,*,,BB3,Left,Right
2021-03-08 16:44:48.851991,0.4833,,Run_log,Left,Right
2021-03-08 16:44:51.741810,*,,BB3,Left,Right
2021-03-08 16:44:53.393417,0.4217,,Run_log,Left,Right
2021-03-08 16:45:28.314178,*,,BB5,Left,Right
2021-03-08 16:45:43.363117,-,,END,Left,Right
2021-03-08 16:45:45.672395,+,,START,Left,Right
2021-03-08 16:45:46.977942,+,,Session start,Left,Right
2021-03-08 16:46:01.657434,*,,BB2,Left,Right
2021-03-08 16:46:02.438074,*,,BB3,Left,Right
2021-03-08 16:46:14.452207,0.5017,,Run_log,Left,Right
2021-03-08 16:46:19.768858,*,,BB4,Left,Right
2021-03-08 16:47:49.700969,0.5108,,Food_log,Left,Right
2021-03-08 16:47:52.255650,*,,BB3,Left,Right
2021-03-08 16:47:56.417034,0.5267,,Run_log,Left,Right
2021-03-08 16:48:00.891645,*,,BB3,Left,Right
2021-03-08 16:48:09.506315,0.3975,,Run_log,Left,Right
2021-03-08 16:48:17.170078,*,,BB3,Left,Right
2021-03-08 16:50:45.510166,9.5917,,Run_log,Left,Right
2021-03-08 16:50:59.680828,*,,BB5,Left,Right
2021-03-08 16:51:14.714555,-,,END,Left,Right
2021-03-08 16:51:15.484337,+,,START,Left,Right
2021-03-08 16:51:30.164293,+,,Session start,Left,Right
2021-03-08 16:51:46.403238,*,,BB2,Left,Right
2021-03-08 16:51:47.306721,*,,BB4,Left,Right
2021-03-08 16:53:56.926347,0.4667,,Food_log,Left,Right
2021-03-08 16:54:11.778922,*,,BB3,Left,Right
2021-03-08 16:54:13.948215,0.4317,,Run_log,Left,Right
2021-03-08 16:54:24.501205,*,,BB4,Left,Right
2021-03-08 16:57:23.876259,0.5608,,Food_log,Left,Right
2021-03-08 16:57:32.685373,*,,BB5,Left,Right
2021-03-08 16:57:47.723398,-,,END,Left,Right
2021-03-08 16:57:49.282185,+,,START,Left,Right
2021-03-08 16:57:58.632394,+,,Session start,Left,Right
2021-03-08 16:58:19.659055,*,,BB2,Left,Right
2021-03-08 16:58:20.483191,*,,BB3,Left,Right
2021-03-08 16:58:41.745685,0.4567,,Run_log,Left,Right
2021-03-08 17:00:01.951645,*,,BB5,Left,Right
2021-03-08 17:00:16.995295,-,,END,Left,Right
2021-03-08 17:00:17.611245,+,,START,Left,Right
2021-03-08 17:00:18.916669,+,,Session start,Left,Right
2021-03-08 17:00:33.112709,*,,BB2,Left,Right
2021-03-08 17:00:36.975751,*,,BB3,Left,Right
2021-03-08 17:00:46.193689,0.5,,Run_log,Left,Right
2021-03-08 17:00:56.632979,*,,BB3,Left,Right
2021-03-08 17:00:59.595859,0.4033,,Run_log,Left,Right
2021-03-08 17:01:09.657624,*,,BB3,Left,Right
2021-03-08 17:01:14.801354,0.4517,,Run_log,Left,Right
2021-03-08 17:01:45.816165,*,,BB4,Left,Right
2021-03-08 17:03:56.844665,0.555,,Food_log,Left,Right
2021-03-08 17:04:13.361931,*,,BB5,Left,Right
2021-03-08 17:04:28.396144,-,,END,Left,Right
2021-03-08 17:04:30.964813,+,,START,Left,Right
2021-03-08 17:04:39.409792,+,,Session start,Left,Right
2021-03-08 17:04:56.094980,*,,BB2,Left,Right
2021-03-08 17:04:56.744100,*,,BB3,Left,Right
2021-03-08 17:05:37.680293,0.715,,Run_log,Left,Right
2021-03-08 17:05:39.037896,*,,BB3,Left,Right
2021-03-08 17:06:13.541453,8.3058,,Run_log,Left,Right
2021-03-08 17:06:17.356256,*,,BB3,Left,Right
2021-03-08 17:06:41.895068,6.4533,,Run_log,Left,Right
2021-03-08 17:06:43.228824,*,,BB3,Left,Right
2021-03-08 17:07:10.026526,0.7283,,Run_log,Left,Right
2021-03-08 17:07:11.741869,*,,BB3,Left,Right
2021-03-08 17:07:25.521952,0.3925,,Run_log,Left,Right
2021-03-08 17:07:34.869858,*,,BB5,Left,Right
2021-03-08 17:07:49.902904,-,,END,Left,Right
2021-03-08 17:08:09.230998,+,,START,Left,Right
2021-03-08 17:08:54.179270,+,,Session start,Left,Right
2021-03-08 17:09:09.009042,*,,BB2,Left,Right
2021-03-08 17:09:09.777777,*,,BB3,Left,Right
2021-03-08 17:10:40.199220,0.5008,,Run_log,Left,Right
2021-03-08 17:11:07.713998,*,,BB4,Left,Right
2021-03-08 17:11:16.485180,0.4575,,Food_log,Left,Right
2021-03-08 17:11:26.515830,*,,BB4,Left,Right
2021-03-08 17:11:56.950167,0.435,,Food_log,Left,Right
2021-03-08 17:12:03.536379,*,,BB4,Left,Right
2021-03-08 17:13:06.852571,0.5125,,Food_log,Left,Right
2021-03-08 17:13:10.593482,*,,BB3,Left,Right
2021-03-08 17:13:12.324742,0.3958,,Run_log,Left,Right
2021-03-08 17:13:19.414189,*,,BB4,Left,Right
2021-03-08 17:13:48.172378,0.4792,,Food_log,Left,Right
2021-03-08 17:14:04.767923,*,,BB4,Left,Right
2021-03-08 17:16:51.445563,0.55,,Food_log,Left,Right
2021-03-08 17:16:54.684378,*,,BB3,Left,Right
2021-03-08 17:16:57.468498,0.3725,,Run_log,Left,Right
2021-03-08 17:17:05.782198,*,,BB3,Left,Right
2021-03-08 17:17:22.244741,0.445,,Run_log,Left,Right
2021-03-08 17:17:26.554177,*,,BB3,Left,Right
2021-03-08 17:17:29.806910,0.4592,,Run_log,Left,Right
2021-03-08 17:17:34.495474,*,,BB3,Left,Right
2021-03-08 17:17:43.834396,0.3842,,Run_log,Left,Right
2021-03-08 17:17:48.825526,*,,BB4,Left,Right
2021-03-08 17:18:29.342003,0.5783,,Food_log,Left,Right
2021-03-08 17:18:34.750102,*,,BB5,Left,Right
2021-03-08 17:18:49.780543,-,,END,Left,Right
2021-03-08 17:18:50.378052,+,,START,Left,Right
2021-03-08 17:19:08.577437,+,,Session start,Left,Right
2021-03-08 17:19:37.588383,*,,BB2,Left,Right
2021-03-08 17:19:38.253505,*,,BB3,Left,Right
2021-03-08 17:19:40.466297,0.395,,Run_log,Left,Right
2021-03-08 17:19:43.072977,*,,BB3,Left,Right
2021-03-08 17:19:46.281232,0.4808,,Run_log,Left,Right
2021-03-08 17:20:02.889331,*,,BB5,Left,Right
2021-03-08 17:20:17.923288,-,,END,Left,Right
2021-03-08 17:20:19.770199,+,,START,Left,Right
