Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2021-03-03 14:12:45.165260,*,,BB3,Left,Right
2021-03-03 14:17:42.098140,0.0575,,Run_log,Left,Right
2021-03-03 14:19:11.689730,*,,BB3,Left,Right
2021-03-03 14:20:03.163847,0.0592,,Run_log,Left,Right
2021-03-03 14:20:06.633699,*,,BB3,Left,Right
2021-03-03 14:20:40.610719,1.0625,,Run_log,Left,Right
2021-03-03 14:21:06.200006,*,,BB3,Left,Right
2021-03-03 14:22:27.758079,0.4092,,Run_log,Left,Right
2021-03-03 14:22:46.245345,*,,BB5,Left,Right
2021-03-03 14:23:01.279384,-,,END,Left,Right
2021-03-03 14:23:06.161761,+,,Session start,Left,Right
2021-03-03 14:23:27.679255,*,,BB2,Left,Right
2021-03-03 14:24:34.239658,*,,BB5,Left,Right
2021-03-03 14:24:49.283971,-,,END,Left,Right
2021-03-03 14:25:05.106641,+,,Session start,Left,Right
2021-03-03 14:25:26.160069,*,,BB2,Left,Right
2021-03-03 14:25:32.629117,*,,BB4,Left,Right
2021-03-03 14:33:29.652627,0.6042,,Food_log,Left,Right
2021-03-03 14:33:51.211795,*,,BB3,Left,Right
2021-03-03 14:35:31.022798,0.4392,,Run_log,Left,Right
2021-03-03 14:36:23.406010,*,,BB3,Left,Right
2021-03-03 14:36:49.520502,0.0925,,Run_log,Left,Right
2021-03-03 14:37:02.295198,*,,BB3,Left,Right
2021-03-03 14:37:31.345682,0.0642,,Run_log,Left,Right
2021-03-03 14:37:39.274004,*,,BB3,Left,Right
2021-03-03 14:38:49.462933,0.0658,,Run_log,Left,Right
2021-03-03 14:39:04.238752,*,,BB5,Left,Right
2021-03-03 14:39:19.271680,-,,END,Left,Right
2021-03-03 14:39:34.797122,+,,Session start,Left,Right
2021-03-03 14:40:30.678591,*,,BB2,Left,Right
2021-03-03 14:40:31.570997,*,,BB3,Left,Right
2021-03-03 14:40:34.197013,0.2217,,Run_log,Left,Right
2021-03-03 14:40:45.962397,*,,BB5,Left,Right
2021-03-03 14:41:01.001313,-,,END,Left,Right
2021-03-03 14:41:36.246002,+,,Session start,Left,Right
2021-03-03 14:42:07.884782,*,,BB2,Left,Right
2021-03-03 14:42:09.314620,*,,BB3,Left,Right
2021-03-03 14:42:46.446763,1.415,,Run_log,Left,Right
2021-03-03 14:42:57.267706,*,,BB5,Left,Right
2021-03-03 14:43:12.292959,-,,END,Left,Right
2021-03-03 14:43:14.751975,+,,Session start,Left,Right
2021-03-03 14:43:32.545470,*,,BB2,Left,Right
2021-03-03 14:43:33.474304,*,,BB3,Left,Right
2021-03-03 14:44:06.701543,0.0625,,Run_log,Left,Right
2021-03-03 14:44:44.414321,*,,BB5,Left,Right
2021-03-03 14:44:59.458659,-,,END,Left,Right
2021-03-03 14:45:49.781624,+,,Session start,Left,Right
2021-03-03 14:46:13.307307,*,,BB2,Left,Right
2021-03-03 14:46:15.306457,*,,BB3,Left,Right
2021-03-03 14:52:16.248684,0.3808,,Run_log,Left,Right
2021-03-03 14:52:38.465038,*,,BB4,Left,Right
2021-03-03 14:58:15.629873,0.63,,Food_log,Left,Right
2021-03-03 14:59:05.067136,*,,BB3,Left,Right
2021-03-03 15:00:01.732992,0.3742,,Run_log,Left,Right
2021-03-03 15:00:11.239965,*,,BB5,Left,Right
2021-03-03 15:00:26.278984,-,,END,Left,Right
2021-03-03 15:00:29.632758,+,,Session start,Left,Right
2021-03-03 15:00:53.220521,*,,BB2,Left,Right
2021-03-03 15:00:54.042711,*,,BB3,Left,Right
2021-03-03 15:01:13.162975,0.0442,,Run_log,Left,Right
2021-03-03 15:01:37.984808,*,,BB5,Left,Right
2021-03-03 15:01:53.025344,-,,END,Left,Right
2021-03-03 15:02:31.086347,+,,Session start,Left,Right
2021-03-03 15:03:07.685107,*,,BB2,Left,Right
2021-03-03 15:03:08.905807,*,,BB3,Left,Right
2021-03-03 15:03:18.993113,0.0317,,Run_log,Left,Right
2021-03-03 15:03:32.386984,*,,BB5,Left,Right
2021-03-03 15:03:47.418332,-,,END,Left,Right
2021-03-03 15:05:49.356083,+,,Session start,Left,Right
2021-03-03 15:06:38.347476,*,,BB2,Left,Right
2021-03-03 15:06:41.818,*,,BB4,Left,Right
2021-03-03 15:08:40.808553,0.0633,,Food_log,Left,Right
2021-03-03 15:08:51.180787,*,,BB5,Left,Right
2021-03-03 15:09:06.225951,-,,END,Left,Right
2021-03-03 15:09:12.711366,+,,Session start,Left,Right
2021-03-03 15:09:31.523637,*,,BB2,Left,Right
2021-03-03 15:09:32.193244,*,,BB3,Left,Right
2021-03-03 15:10:46.369611,0.2558,,Run_log,Left,Right
2021-03-03 15:10:50.891101,*,,BB5,Left,Right
2021-03-03 15:11:05.923241,-,,END,Left,Right
2021-03-04 14:15:30.843832,+,,Session start,Left,Right
2021-03-04 14:15:54.286055,*,,BB2,Left,Right
2021-03-04 14:15:57.564361,*,,BB3,Left,Right
2021-03-04 14:16:28.343458,0.7408,,Run_log,Left,Right
2021-03-04 14:16:40.488736,*,,BB3,Left,Right
2021-03-04 14:17:05.703917,0.8342,,Run_log,Left,Right
2021-03-04 14:17:19.560761,*,,BB3,Left,Right
2021-03-04 14:18:48.703213,0.6667,,Run_log,Left,Right
2021-03-04 14:18:54.525595,*,,BB4,Left,Right
2021-03-04 14:19:16.479320,0.7125,,Food_log,Left,Right
2021-03-04 14:19:24.364504,*,,BB4,Left,Right
2021-03-04 14:20:26.921221,0.6033,,Food_log,Left,Right
2021-03-04 14:20:32.829328,*,,BB3,Left,Right
2021-03-04 14:22:13.306097,0.7083,,Run_log,Left,Right
2021-03-04 14:22:30.182253,*,,BB5,Left,Right
2021-03-04 14:22:45.215405,-,,END,Left,Right
2021-03-04 14:22:47.977846,+,,Session start,Left,Right
2021-03-04 14:23:26.546336,*,,BB2,Left,Right
2021-03-04 14:23:27.710206,*,,BB3,Left,Right
2021-03-04 14:23:30.098682,0.5517,,Run_log,Left,Right
2021-03-04 14:23:39.423377,*,,BB4,Left,Right
2021-03-04 14:24:04.149475,0.73,,Food_log,Left,Right
2021-03-04 14:24:12.957426,*,,BB5,Left,Right
2021-03-04 14:24:27.992483,-,,END,Left,Right
2021-03-04 14:24:32.270517,+,,Session start,Left,Right
2021-03-04 14:24:59.323069,*,,BB2,Left,Right
2021-03-04 14:25:02.402863,*,,BB3,Left,Right
2021-03-04 14:26:15.292833,0.9325,,Run_log,Left,Right
2021-03-04 14:26:34.749845,*,,BB3,Left,Right
2021-03-04 14:27:42.904746,4.055,,Run_log,Left,Right
2021-03-04 14:27:58.237390,*,,BB5,Left,Right
2021-03-04 14:28:13.268965,-,,END,Left,Right
2021-03-04 14:28:46.316160,+,,Session start,Left,Right
2021-03-04 14:29:07.124789,*,,BB2,Left,Right
2021-03-04 14:29:11.154353,*,,BB4,Left,Right
2021-03-04 14:30:33.569649,0.5625,,Food_log,Left,Right
2021-03-04 14:30:36.147707,*,,BB3,Left,Right
2021-03-04 14:31:10.554722,0.6408,,Run_log,Left,Right
2021-03-04 14:32:13.274350,*,,BB3,Left,Right
2021-03-04 14:32:34.447743,0.5258,,Run_log,Left,Right
2021-03-04 14:33:33.169169,*,,BB3,Left,Right
2021-03-04 14:33:34.431743,0.4083,,Run_log,Left,Right
2021-03-04 14:33:42.031646,*,,BB5,Left,Right
2021-03-04 14:33:57.069532,-,,END,Left,Right
2021-03-04 14:34:00.335323,+,,Session start,Left,Right
2021-03-04 14:35:14.636571,*,,BB2,Left,Right
2021-03-04 14:35:17.496133,*,,BB4,Left,Right
2021-03-04 14:36:27.530354,0.5567,,Food_log,Left,Right
2021-03-04 14:36:32.038034,*,,BB3,Left,Right
2021-03-04 14:39:07.229090,11.5975,,Run_log,Left,Right
2021-03-04 14:39:13.658657,*,,BB3,Left,Right
2021-03-04 14:39:17.202102,0.5183,,Run_log,Left,Right
2021-03-04 14:39:27.195113,*,,BB5,Left,Right
2021-03-04 14:39:42.235001,-,,END,Left,Right
2021-03-04 14:39:44.296580,+,,Session start,Left,Right
2021-03-04 14:40:05.005115,*,,BB2,Left,Right
2021-03-04 14:40:28.196162,*,,BB4,Left,Right
2021-03-04 14:41:06.434732,0.5158,,Food_log,Left,Right
2021-03-04 14:41:15.443109,*,,BB3,Left,Right
2021-03-04 14:44:36.069850,12.8183,,Run_log,Left,Right
2021-03-04 14:44:54.605939,*,,BB3,Left,Right
2021-03-04 14:46:47.029828,1.3625,,Run_log,Left,Right
2021-03-04 14:46:56.033337,*,,BB5,Left,Right
2021-03-04 14:47:11.062315,-,,END,Left,Right
2021-03-04 14:47:12.626349,+,,Session start,Left,Right
2021-03-04 14:47:29.269450,*,,BB2,Left,Right
2021-03-04 14:47:32.842885,*,,BB3,Left,Right
2021-03-04 14:49:14.252159,0.5533,,Run_log,Left,Right
2021-03-04 14:49:49.718506,*,,BB3,Left,Right
2021-03-04 14:50:08.531777,0.4875,,Run_log,Left,Right
2021-03-04 14:50:22.478797,*,,BB5,Left,Right
2021-03-04 14:50:37.516524,-,,END,Left,Right
2021-03-04 14:52:17.326032,+,,Session start,Left,Right
2021-03-04 14:52:40.426332,*,,BB2,Left,Right
2021-03-04 14:52:49.165139,*,,BB3,Left,Right
2021-03-04 14:53:19.933122,7.6767,,Run_log,Left,Right
2021-03-04 14:54:10.387894,*,,BB5,Left,Right
2021-03-04 14:54:25.428351,-,,END,Left,Right
2021-03-04 14:54:27.182554,+,,Session start,Left,Right
2021-03-04 14:54:52.912997,*,,BB2,Left,Right
2021-03-04 14:59:40.487895,*,,BB3,Left,Right
2021-03-04 15:00:08.684721,0.6375,,Run_log,Left,Right
2021-03-04 15:00:27.322289,*,,BB5,Left,Right
2021-03-04 15:00:42.356158,-,,END,Left,Right
2021-03-04 15:00:53.166663,+,,Session start,Left,Right
2021-03-04 15:02:27.235233,*,,BB2,Left,Right
2021-03-04 15:02:28.167337,*,,BB3,Left,Right
2021-03-04 15:02:57.132883,2.2783,,Run_log,Left,Right
2021-03-04 15:02:59.657434,*,,BB3,Left,Right
2021-03-04 15:03:31.870146,0.5592,,Run_log,Left,Right
2021-03-04 15:07:24.781184,*,,BB3,Left,Right
2021-03-04 15:07:50.772341,3.1825,,Run_log,Left,Right
2021-03-04 15:08:10.819408,*,,BB3,Left,Right
2021-03-04 15:08:25.144123,0.5108,,Run_log,Left,Right
2021-03-04 15:08:39.960894,*,,BB4,Left,Right
2021-03-04 15:09:03.461138,0.5325,,Food_log,Left,Right
2021-03-04 15:09:11.881922,*,,BB5,Left,Right
2021-03-04 15:09:26.915319,-,,END,Left,Right
2021-03-04 15:09:28.971976,+,,Session start,Left,Right
2021-03-04 15:09:47.683015,*,,BB2,Left,Right
2021-03-04 15:10:33.338036,*,,BB3,Left,Right
2021-03-04 15:10:35.981774,0.4933,,Run_log,Left,Right
2021-03-04 15:11:19.513544,*,,BB5,Left,Right
2021-03-04 15:11:34.558294,-,,END,Left,Right
2021-03-04 15:11:39.729157,+,,Session start,Left,Right
2021-03-04 15:11:57.369102,*,,BB2,Left,Right
2021-03-04 15:12:03.694259,*,,BB4,Left,Right
2021-03-04 15:13:10.657180,0.5983,,Food_log,Left,Right
2021-03-04 15:13:21.021023,*,,BB3,Left,Right
2021-03-04 15:13:23.531737,0.485,,Run_log,Left,Right
2021-03-04 15:14:05.653252,*,,BB5,Left,Right
2021-03-04 15:14:20.689719,-,,END,Left,Right
2021-03-04 15:14:22.249175,+,,Session start,Left,Right
2021-03-04 15:14:37.973469,*,,BB2,Left,Right
2021-03-04 15:14:41.546823,*,,BB4,Left,Right
2021-03-04 15:16:36.133822,0.5833,,Food_log,Left,Right
2021-03-04 15:16:37.994179,*,,BB3,Left,Right
2021-03-04 15:16:40.296376,0.44,,Run_log,Left,Right
2021-03-04 15:17:53.052359,*,,BB4,Left,Right
2021-03-04 15:19:13.408912,0.63,,Food_log,Left,Right
2021-03-04 15:19:16.278876,*,,BB3,Left,Right
2021-03-04 15:19:36.707812,0.5558,,Run_log,Left,Right
2021-03-04 15:19:55.287228,*,,BB3,Left,Right
2021-03-04 15:20:59.936343,0.7725,,Run_log,Left,Right
2021-03-04 15:21:29.200608,*,,BB5,Left,Right
2021-03-04 15:21:44.246174,-,,END,Left,Right
2021-03-04 15:21:45.510619,+,,Session start,Left,Right
2021-03-04 15:22:00.909181,*,,BB2,Left,Right
2021-03-04 15:22:01.652890,*,,BB3,Left,Right
2021-03-04 15:22:14.611298,0.4683,,Run_log,Left,Right
2021-03-04 15:23:38.637961,*,,BB3,Left,Right
2021-03-04 15:23:39.822087,0.3592,,Run_log,Left,Right
2021-03-04 15:24:09.126695,*,,BB4,Left,Right
2021-03-04 15:25:43.191004,0.5392,,Food_log,Left,Right
2021-03-04 15:25:44.174159,*,,BB3,Left,Right
2021-03-04 15:30:58.202297,1.0475,,Run_log,Left,Right
2021-03-04 15:31:20.011795,*,,BB3,Left,Right
2021-03-04 15:31:21.237080,0.3417,,Run_log,Left,Right
2021-03-04 15:31:49.792921,*,,BB5,Left,Right
2021-03-04 15:32:04.832884,-,,END,Left,Right
2021-03-04 15:32:26.301947,+,,Session start,Left,Right
2021-03-04 15:32:55.120294,*,,BB2,Left,Right
2021-03-04 15:33:01.530873,*,,BB3,Left,Right
2021-03-04 15:33:46.269196,0.7308,,Run_log,Left,Right
2021-03-04 15:33:48.085159,*,,BB3,Left,Right
2021-03-04 15:35:33.894508,5.3625,,Run_log,Left,Right
2021-03-04 15:35:40.117606,*,,BB3,Left,Right
2021-03-04 15:36:15.550111,0.61,,Run_log,Left,Right
2021-03-04 15:36:26.090373,*,,BB5,Left,Right
2021-03-04 15:36:41.120684,-,,END,Left,Right
2021-03-04 15:36:50.622706,+,,Session start,Left,Right
2021-03-04 15:37:13.796488,*,,BB2,Left,Right
2021-03-04 15:37:18.851115,*,,BB4,Left,Right
2021-03-04 15:40:41.955861,0.6683,,Food_log,Left,Right
2021-03-04 15:40:51.059034,*,,BB5,Left,Right
2021-03-04 15:41:06.099281,-,,END,Left,Right
2021-03-04 15:41:09.659317,+,,Session start,Left,Right
2021-03-04 15:41:29.111936,*,,BB2,Left,Right
2021-03-04 15:41:29.949743,*,,BB3,Left,Right
2021-03-04 15:41:47.336193,0.475,,Run_log,Left,Right
2021-03-04 15:41:49.817273,*,,BB3,Left,Right
2021-03-04 15:42:03.611380,0.7125,,Run_log,Left,Right
2021-03-04 15:42:08.676176,*,,BB5,Left,Right
2021-03-04 15:42:23.723708,-,,END,Left,Right
2021-03-04 15:43:30.028354,+,,Session start,Left,Right
2021-03-04 15:43:53.902027,*,,BB2,Left,Right
2021-03-04 15:44:00.851685,*,,BB3,Left,Right
2021-03-04 15:44:02.602987,0.4408,,Run_log,Left,Right
2021-03-04 15:44:05.420759,*,,BB3,Left,Right
2021-03-04 15:44:07.546167,0.6008,,Run_log,Left,Right
2021-03-04 15:44:39.145708,*,,BB5,Left,Right
2021-03-04 15:44:54.185823,-,,END,Left,Right
2021-03-04 15:44:56.948217,+,,Session start,Left,Right
2021-03-04 15:45:26.121797,*,,BB2,Left,Right
2021-03-04 15:45:31.362310,*,,BB3,Left,Right
2021-03-04 15:51:53.796398,0.7125,,Run_log,Left,Right
2021-03-04 15:52:24.013154,*,,BB3,Left,Right
2021-03-04 15:52:28.817370,0.6025,,Run_log,Left,Right
2021-03-04 15:53:11.287179,*,,BB4,Left,Right
2021-03-04 15:53:32.144076,0.5833,,Food_log,Left,Right
2021-03-04 15:54:21.110006,*,,BB3,Left,Right
