Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2021-03-03 10:11:19.474687,*,,BB3,Left,Right
2021-03-03 10:11:26.286040,*,,BB2,Left,Right
2021-03-03 10:11:26.309795,0.47,,Run,Left,Right
2021-03-03 10:11:37.550870,*,,BB5,Left,Right
2021-03-03 10:11:52.589270,-,,END,Left,Right
2021-03-03 10:11:54.650969,+,,Session start,Left,Right
2021-03-03 10:12:08.692296,*,,BB2,Left,Right
2021-03-03 10:13:02.962403,*,,BB3,Left,Right
2021-03-03 10:13:39.714997,*,,BB2,Left,Right
2021-03-03 10:13:39.760279,7.7708,,Run,Left,Right
2021-03-03 10:14:12.601329,*,,BB5,Left,Right
2021-03-03 10:14:27.653328,-,,END,Left,Right
2021-03-03 10:14:38.561760,+,,Session start,Left,Right
2021-03-03 10:14:54.329283,*,,BB2,Left,Right
2021-03-03 10:14:55.010324,*,,BB3,Left,Right
2021-03-03 10:15:29.374456,*,,BB2,Left,Right
2021-03-03 10:15:29.405965,0.75,,Run,Left,Right
2021-03-03 10:15:33.933119,*,,BB4,Left,Right
2021-03-03 10:16:05.222717,*,,BB2,Left,Right
2021-03-03 10:16:05.245771,0.4575,,Food,Left,Right
2021-03-03 10:16:17.379556,*,,BB4,Left,Right
2021-03-03 10:16:45.020601,*,,BB2,Left,Right
2021-03-03 10:16:45.053486,0.4783,,Food,Left,Right
2021-03-03 10:16:54.020053,*,,BB5,Left,Right
2021-03-03 10:17:09.058074,-,,END,Left,Right
2021-03-03 10:17:15.527030,+,,Session start,Left,Right
2021-03-03 10:17:29.810108,*,,BB2,Left,Right
2021-03-03 10:17:30.411551,*,,BB3,Left,Right
2021-03-03 10:21:16.595701,*,,BB2,Left,Right
2021-03-03 10:21:16.618500,2.295,,Run,Left,Right
2021-03-03 10:22:03.307815,*,,BB5,Left,Right
2021-03-03 10:22:18.351822,-,,END,Left,Right
2021-03-03 10:22:20.224749,+,,Session start,Left,Right
2021-03-03 10:22:38.721970,*,,BB2,Left,Right
2021-03-03 10:22:40.904594,*,,BB4,Left,Right
2021-03-03 10:24:37.729381,*,,BB2,Left,Right
2021-03-03 10:24:37.751677,0.4883,,Food,Left,Right
2021-03-03 10:24:55.673996,*,,BB5,Left,Right
2021-03-03 10:25:10.713351,-,,END,Left,Right
2021-03-03 10:25:32.681790,+,,Session start,Left,Right
2021-03-03 10:25:47.975087,*,,BB2,Left,Right
2021-03-03 10:25:50.571554,*,,BB3,Left,Right
2021-03-03 10:26:12.707253,*,,BB2,Left,Right
2021-03-03 10:26:12.730148,2.8667,,Run,Left,Right
2021-03-03 10:27:06.828767,*,,BB5,Left,Right
2021-03-03 10:27:21.862607,-,,END,Left,Right
2021-03-03 10:27:45.530928,+,,Session start,Left,Right
2021-03-03 10:28:00.816878,*,,BB2,Left,Right
2021-03-03 10:28:01.626787,*,,BB3,Left,Right
2021-03-03 10:28:06.745837,*,,BB2,Left,Right
2021-03-03 10:28:06.783968,0.4375,,Run,Left,Right
2021-03-03 10:28:34.657758,*,,BB4,Left,Right
2021-03-03 10:28:42.280520,*,,BB2,Left,Right
2021-03-03 10:28:42.305881,0.3692,,Food,Left,Right
2021-03-03 10:28:56.055828,*,,BB5,Left,Right
2021-03-03 10:29:11.098687,-,,END,Left,Right
2021-03-03 10:29:15.873046,+,,Session start,Left,Right
2021-03-03 10:29:30.020907,*,,BB2,Left,Right
2021-03-03 10:29:32.308460,*,,BB3,Left,Right
2021-03-03 10:30:36.738789,*,,BB2,Left,Right
2021-03-03 10:30:36.767145,12.0125,,Run,Left,Right
2021-03-03 10:30:42.587243,*,,BB5,Left,Right
2021-03-03 10:30:57.623362,-,,END,Left,Right
2021-03-03 10:31:17.776555,+,,Session start,Left,Right
2021-03-03 10:31:32.470688,*,,BB2,Left,Right
2021-03-03 10:31:33.522072,*,,BB3,Left,Right
2021-03-03 10:32:11.049699,*,,BB2,Left,Right
2021-03-03 10:32:11.072053,1.3408,,Run,Left,Right
2021-03-03 10:32:19.949575,*,,BB5,Left,Right
2021-03-03 10:32:34.998129,-,,END,Left,Right
2021-03-03 10:33:07.025352,+,,Session start,Left,Right
2021-03-03 10:33:21.043153,*,,BB2,Left,Right
2021-03-03 10:33:23.213136,*,,BB4,Left,Right
2021-03-03 10:33:44.964613,*,,BB2,Left,Right
2021-03-03 10:33:44.988767,0.4383,,Food,Left,Right
2021-03-03 10:33:51.270559,*,,BB5,Left,Right
2021-03-03 10:34:06.313358,-,,END,Left,Right
2021-03-03 10:34:11.496288,+,,Session start,Left,Right
2021-03-03 10:34:28.733396,*,,BB2,Left,Right
2021-03-03 10:34:31.223438,*,,BB4,Left,Right
2021-03-03 10:35:19.860562,*,,BB2,Left,Right
2021-03-03 10:35:19.895779,0.4833,,Food,Left,Right
2021-03-03 10:35:37.223019,*,,BB3,Left,Right
2021-03-03 10:36:26.335550,*,,BB2,Left,Right
2021-03-03 10:36:26.364480,0.6075,,Run,Left,Right
2021-03-03 10:36:34.096274,*,,BB4,Left,Right
2021-03-03 10:36:38.366977,*,,BB2,Left,Right
2021-03-03 10:36:38.395274,0.3642,,Food,Left,Right
2021-03-03 10:36:54.931856,*,,BB5,Left,Right
2021-03-03 10:37:09.964075,-,,END,Left,Right
2021-03-03 10:37:12.121046,+,,Session start,Left,Right
2021-03-03 10:37:27.717925,*,,BB2,Left,Right
2021-03-03 10:37:35.878981,*,,BB4,Left,Right
2021-03-03 10:38:26.225803,*,,BB2,Left,Right
2021-03-03 10:38:26.248548,0.5708,,Food,Left,Right
2021-03-03 10:39:19.445941,*,,BB3,Left,Right
2021-03-03 10:40:01.104481,*,,BB2,Left,Right
2021-03-03 10:40:01.134588,1.675,,Run,Left,Right
2021-03-03 10:40:29.136755,*,,BB5,Left,Right
2021-03-03 10:40:44.179887,-,,END,Left,Right
2021-03-03 10:40:50.444216,+,,Session start,Left,Right
2021-03-03 10:41:04.599858,*,,BB2,Left,Right
2021-03-03 10:41:05.719310,*,,BB3,Left,Right
2021-03-03 10:41:16.089194,*,,BB2,Left,Right
2021-03-03 10:41:16.117548,0.4425,,Run,Left,Right
2021-03-03 10:41:34.641331,*,,BB4,Left,Right
2021-03-03 10:41:39.730102,*,,BB2,Left,Right
2021-03-03 10:41:39.764851,0.35,,Food,Left,Right
2021-03-03 10:41:51.813265,*,,BB5,Left,Right
2021-03-03 10:42:06.843351,-,,END,Left,Right
2021-03-03 10:42:08.709274,+,,Session start,Left,Right
2021-03-03 10:42:23.747518,*,,BB2,Left,Right
2021-03-03 10:42:24.926640,*,,BB4,Left,Right
2021-03-03 10:43:03.625800,*,,BB2,Left,Right
2021-03-03 10:43:03.658432,0.505,,Food,Left,Right
2021-03-03 10:43:10.729756,*,,BB5,Left,Right
2021-03-03 10:43:25.768016,-,,END,Left,Right
2021-03-03 10:43:27.529,+,,Session start,Left,Right
2021-03-03 10:43:41.346977,*,,BB2,Left,Right
2021-03-03 10:43:43.893958,*,,BB3,Left,Right
2021-03-03 10:45:46.081167,*,,BB2,Left,Right
2021-03-03 10:45:46.116127,11.355,,Run,Left,Right
2021-03-03 10:45:47.853731,*,,BB4,Left,Right
2021-03-03 10:46:44.937793,*,,BB2,Left,Right
2021-03-03 10:46:44.972981,0.4375,,Food,Left,Right
2021-03-03 10:46:57.665099,*,,BB5,Left,Right
2021-03-03 10:47:12.694878,-,,END,Left,Right
2021-03-03 10:47:16.350657,+,,Session start,Left,Right
2021-03-03 10:47:31.944204,*,,BB2,Left,Right
2021-03-03 10:47:57.181890,*,,BB3,Left,Right
2021-03-03 10:49:05.391407,*,,BB2,Left,Right
2021-03-03 10:49:05.422601,11.4083,,Run,Left,Right
2021-03-03 10:49:24.504365,*,,BB4,Left,Right
2021-03-03 10:49:33.411503,*,,BB2,Left,Right
2021-03-03 10:49:33.442326,0.5117,,Food,Left,Right
2021-03-03 10:49:42.498240,*,,BB5,Left,Right
2021-03-03 10:49:57.536717,-,,END,Left,Right
2021-03-03 10:50:36.903577,+,,Session start,Left,Right
2021-03-03 10:50:51.385287,*,,BB2,Left,Right
2021-03-03 10:50:52.557997,*,,BB4,Left,Right
2021-03-03 10:52:01.914042,*,,BB2,Left,Right
2021-03-03 10:52:01.937382,0.4275,,Food,Left,Right
2021-03-03 10:52:14.378447,*,,BB5,Left,Right
2021-03-03 10:52:29.413342,-,,END,Left,Right
2021-03-03 10:52:47.857580,+,,Session start,Left,Right
2021-03-03 10:54:36.368701,*,,BB2,Left,Right
2021-03-03 10:54:37.557981,*,,BB4,Left,Right
2021-03-03 10:54:40.414535,*,,BB2,Left,Right
2021-03-03 10:54:40.438370,0.4208,,Food,Left,Right
2021-03-03 10:55:50.068983,*,,BB5,Left,Right
2021-03-03 10:56:05.100059,-,,END,Left,Right
2021-03-03 10:56:28.791744,+,,Session start,Left,Right
2021-03-03 10:56:44.696436,*,,BB2,Left,Right
2021-03-03 10:56:46.140679,*,,BB3,Left,Right
2021-03-03 10:56:51.711428,*,,BB2,Left,Right
2021-03-03 10:56:51.745272,0.4283,,Run,Left,Right
2021-03-03 10:56:54.328211,*,,BB3,Left,Right
2021-03-03 10:57:59.549252,*,,BB2,Left,Right
2021-03-03 10:57:59.588425,0.4825,,Run,Left,Right
2021-03-03 10:58:02.574795,*,,BB4,Left,Right
2021-03-03 10:58:05.770255,*,,BB2,Left,Right
2021-03-03 10:58:05.794122,0.4817,,Food,Left,Right
2021-03-03 10:59:23.975627,*,,BB5,Left,Right
2021-03-03 10:59:39.012527,-,,END,Left,Right
2021-03-03 10:59:45.597491,+,,Session start,Left,Right
2021-03-03 10:59:59.788733,*,,BB2,Left,Right
2021-03-03 11:00:00.635564,*,,BB3,Left,Right
2021-03-03 11:00:03.835393,*,,BB2,Left,Right
2021-03-03 11:00:03.862740,0.3842,,Run,Left,Right
2021-03-03 11:00:06.365222,*,,BB4,Left,Right
2021-03-03 11:02:13.330501,*,,BB2,Left,Right
2021-03-03 11:02:13.361257,0.5433,,Food,Left,Right
2021-03-03 11:03:21.773481,*,,BB5,Left,Right
2021-03-03 11:03:36.821410,-,,END,Left,Right
2021-03-03 11:03:56.386539,+,,Session start,Left,Right
2021-03-03 11:04:11.279706,*,,BB2,Left,Right
2021-03-03 11:04:15.692846,*,,BB4,Left,Right
2021-03-03 11:04:39.470232,*,,BB2,Left,Right
2021-03-03 11:04:39.503793,0.5292,,Food,Left,Right
2021-03-03 11:04:42.070152,*,,BB3,Left,Right
2021-03-03 11:05:05.541579,*,,BB2,Left,Right
2021-03-03 11:05:05.571640,0.5333,,Run,Left,Right
2021-03-03 11:05:21.094756,*,,BB4,Left,Right
2021-03-03 11:05:55.204283,*,,BB2,Left,Right
2021-03-03 11:05:55.231840,0.565,,Food,Left,Right
2021-03-03 11:06:39.081735,*,,BB3,Left,Right
2021-03-03 11:06:56.296239,*,,BB2,Left,Right
2021-03-03 11:06:56.325633,11.3333,,Run,Left,Right
2021-03-03 11:07:03.186837,*,,BB3,Left,Right
2021-03-03 11:07:28.994214,*,,BB2,Left,Right
2021-03-03 11:07:29.032608,14.3183,,Run,Left,Right
2021-03-03 11:08:19.716118,*,,BB3,Left,Right
2021-03-03 11:08:22.282631,*,,BB2,Left,Right
2021-03-03 11:08:22.312289,0.3992,,Run,Left,Right
2021-03-03 11:09:38.883117,*,,BB5,Left,Right
2021-03-03 11:09:53.933439,-,,END,Left,Right
2021-03-03 11:09:55.300736,+,,Session start,Left,Right
2021-03-03 11:10:18.235951,*,,BB2,Left,Right
2021-03-03 11:10:35.397264,*,,BB3,Left,Right
2021-03-03 11:10:42.974433,*,,BB2,Left,Right
2021-03-03 11:10:43.002719,0.4142,,Run,Left,Right
2021-03-03 11:10:46.300802,*,,BB4,Left,Right
2021-03-03 11:11:01.815429,*,,BB2,Left,Right
2021-03-03 11:11:01.850271,0.3758,,Food,Left,Right
2021-03-03 11:11:06.928244,*,,BB3,Left,Right
2021-03-03 11:11:48.088898,*,,BB2,Left,Right
2021-03-03 11:11:48.119890,15.7575,,Run,Left,Right
2021-03-03 11:11:49.465345,*,,BB3,Left,Right
2021-03-03 11:12:00.792243,*,,BB2,Left,Right
2021-03-03 11:12:00.830935,0.545,,Run,Left,Right
2021-03-03 11:12:01.735875,*,,BB3,Left,Right
2021-03-03 11:12:08.490204,*,,BB2,Left,Right
2021-03-03 11:12:08.513116,0.4033,,Run,Left,Right
2021-03-03 11:12:21.419436,*,,BB3,Left,Right
2021-03-03 11:13:24.400698,*,,BB2,Left,Right
2021-03-03 11:13:24.425606,0.4575,,Run,Left,Right
2021-03-03 11:13:56.620640,*,,BB5,Left,Right
2021-03-03 11:14:11.662425,-,,END,Left,Right
2021-03-03 11:14:13.323280,+,,Session start,Left,Right
2021-03-03 11:14:30.779457,*,,BB2,Left,Right
2021-03-03 11:14:31.862702,*,,BB3,Left,Right
2021-03-03 11:15:36.678863,*,,BB2,Left,Right
2021-03-03 11:15:36.704132,0.4875,,Run,Left,Right
2021-03-03 11:15:53.903613,*,,BB5,Left,Right
2021-03-03 11:16:08.938485,-,,END,Left,Right
2021-03-03 11:16:26.582260,+,,Session start,Left,Right
2021-03-03 11:16:41.086671,*,,BB2,Left,Right
2021-03-03 11:16:42.211569,*,,BB4,Left,Right
2021-03-03 11:19:26.155241,*,,BB2,Left,Right
2021-03-03 11:19:26.181889,0.4158,,Food,Left,Right
2021-03-03 11:19:55.958234,*,,BB5,Left,Right
2021-03-03 11:20:10.993386,-,,END,Left,Right
2021-03-03 11:20:16.265141,+,,Session start,Left,Right
2021-03-03 11:20:30.650230,*,,BB2,Left,Right
2021-03-03 11:20:31.711694,*,,BB4,Left,Right
2021-03-03 11:22:41.139409,*,,BB2,Left,Right
2021-03-03 11:22:41.162007,0.4725,,Food,Left,Right
2021-03-03 11:36:30.677216,*,,BB5,Left,Right
2021-03-03 11:36:45.715988,-,,END,Left,Right
2021-03-03 11:36:53.599693,+,,Session start,Left,Right
2021-03-03 11:37:09.244934,*,,BB2,Left,Right
2021-03-03 11:37:16.120772,*,,BB5,Left,Right
2021-03-03 11:37:31.163353,-,,END,Left,Right
2021-03-03 11:37:33.719352,+,,Session start,Left,Right
2021-03-03 11:37:48.216535,*,,BB2,Left,Right
2021-03-03 11:37:56.307703,*,,BB4,Left,Right
2021-03-03 11:38:06.543751,*,,BB2,Left,Right
2021-03-03 11:38:06.568439,0.3842,,Food,Left,Right
2021-03-03 12:30:18.738056,+,,Session start,Left,Right
2021-03-03 12:30:33.214827,*,,BB2,Left,Right
2021-03-03 12:30:34.404751,*,,BB3,Left,Right
2021-03-03 12:32:12.928108,*,,BB2,Left,Right
2021-03-03 12:32:12.954120,0.615,,Run_log,Left,Right
2021-03-03 12:32:27.729450,*,,BB4,Left,Right
2021-03-03 12:33:11.012592,*,,BB2,Left,Right
2021-03-03 12:33:11.038545,0.64,,Food_log,Left,Right
2021-03-03 12:33:45.409707,*,,BB5,Left,Right
2021-03-03 12:34:00.446214,-,,END,Left,Right
2021-03-03 12:34:09.341966,+,,Session start,Left,Right
2021-03-03 12:34:25.037880,*,,BB2,Left,Right
2021-03-03 12:34:26.155218,*,,BB3,Left,Right
2021-03-03 12:34:46.412255,*,,BB2,Left,Right
2021-03-03 12:34:46.440562,0.84,,Run_log,Left,Right
2021-03-03 12:35:02.120978,*,,BB4,Left,Right
2021-03-03 12:37:34.421229,*,,BB2,Left,Right
2021-03-03 12:37:34.456321,0.62,,Food_log,Left,Right
2021-03-03 12:37:55.820180,*,,BB5,Left,Right
2021-03-03 12:38:10.863977,-,,END,Left,Right
2021-03-03 12:38:26.404205,+,,Session start,Left,Right
2021-03-03 12:38:42.922240,*,,BB2,Left,Right
2021-03-03 12:38:50.780771,*,,BB3,Left,Right
2021-03-03 12:38:57.905014,*,,BB2,Left,Right
2021-03-03 12:38:57.934106,0.6308,,Run_log,Left,Right
2021-03-03 12:39:18.758349,*,,BB3,Left,Right
2021-03-03 15:14:18.641875,+,,Session start,Left,Right
2021-03-03 15:15:09.731630,*,,BB2,Left,Right
2021-03-03 15:15:26.730745,*,,BB3,Left,Right
2021-03-03 15:15:41.276913,0.3258,,Run_log,Left,Right
2021-03-03 15:15:45.853084,*,,BB3,Left,Right
2021-03-03 15:15:59.469294,0.0517,,Run_log,Left,Right
2021-03-03 15:16:07.360636,*,,BB4,Left,Right
2021-03-03 15:19:47.437754,0.07,,Food_log,Left,Right
2021-03-03 15:20:11.194280,*,,BB3,Left,Right
2021-03-03 15:20:30.460362,0.2325,,Run_log,Left,Right
2021-03-03 15:21:47.074898,*,,BB3,Left,Right
2021-03-03 15:22:44.788801,0.615,,Run_log,Left,Right
2021-03-03 15:23:05.497235,*,,BB5,Left,Right
2021-03-03 15:23:20.540287,-,,END,Left,Right
2021-03-03 15:23:47.548225,+,,Session start,Left,Right
2021-03-03 15:25:06.716358,*,,BB2,Left,Right
2021-03-03 15:25:33.321860,*,,BB4,Left,Right
2021-03-03 15:30:02.746744,0.3817,,Food_log,Left,Right
2021-03-03 15:30:10.652940,*,,BB3,Left,Right
2021-03-03 15:31:05.676552,0.0942,,Run_log,Left,Right
2021-03-03 15:31:16.489013,*,,BB3,Left,Right
2021-03-03 15:34:46.033798,0.0675,,Run_log,Left,Right
2021-03-03 15:34:51.372907,*,,BB4,Left,Right
2021-03-03 15:38:14.361598,0.0992,,Food_log,Left,Right
2021-03-03 15:38:27.445475,*,,BB3,Left,Right
2021-03-03 15:38:42.213061,1.8767,,Run_log,Left,Right
2021-03-03 15:38:54.144402,*,,BB4,Left,Right
2021-03-03 15:42:13.073391,0.5858,,Food_log,Left,Right
2021-03-03 15:42:29.920449,*,,BB5,Left,Right
2021-03-03 15:42:44.950621,-,,END,Left,Right
2021-03-03 15:43:19.589296,+,,Session start,Left,Right
2021-03-03 15:43:44.063964,*,,BB2,Left,Right
2021-03-03 15:43:49.422064,*,,BB4,Left,Right
2021-03-03 15:46:38.339940,0.1117,,Food_log,Left,Right
2021-03-03 15:46:55.097597,*,,BB4,Left,Right
2021-03-03 15:49:11.724609,0.065,,Food_log,Left,Right
2021-03-03 15:49:15.891189,*,,BB3,Left,Right
2021-03-03 15:51:12.263035,0.0692,,Run_log,Left,Right
2021-03-03 15:51:19.993061,*,,BB4,Left,Right
2021-03-03 15:53:32.501980,0.3767,,Food_log,Left,Right
2021-03-03 15:53:48.190737,*,,BB5,Left,Right
2021-03-03 15:54:03.223376,-,,END,Left,Right
2021-03-03 15:54:13.524020,+,,Session start,Left,Right
2021-03-03 15:55:48.758478,*,,BB2,Left,Right
2021-03-03 15:56:11.328400,*,,BB4,Left,Right
2021-03-03 15:57:28.064113,0.6408,,Food_log,Left,Right
2021-03-03 15:57:39.251950,*,,BB3,Left,Right
2021-03-03 15:57:46.104424,0.195,,Run_log,Left,Right
2021-03-03 15:57:55.760211,*,,BB4,Left,Right
2021-03-03 16:00:05.497984,0.0775,,Food_log,Left,Right
2021-03-03 16:00:20.240375,*,,BB3,Left,Right
2021-03-03 16:01:13.532150,1.7075,,Run_log,Left,Right
2021-03-03 16:01:36.542402,*,,BB4,Left,Right
2021-03-03 16:02:31.214984,0.375,,Food_log,Left,Right
2021-03-03 16:03:37.355666,*,,BB4,Left,Right
2021-03-03 16:04:49.496549,0.6458,,Food_log,Left,Right
2021-03-03 16:06:51.950043,*,,BB4,Left,Right
2021-03-03 16:09:29.944894,0.27,,Food_log,Left,Right
2021-03-03 16:09:35.849291,*,,BB3,Left,Right
2021-03-03 16:09:49.674143,0.0367,,Run_log,Left,Right
2021-03-03 16:09:53.418868,*,,BB3,Left,Right
2021-03-03 16:09:58.450762,0.0308,,Run_log,Left,Right
2021-03-03 16:10:25.809870,*,,BB4,Left,Right
2021-03-03 16:10:48.904462,0.0708,,Food_log,Left,Right
